,有價證券代號及名稱
9756,037921　盟立元富3C購01
9757,037922　盟立元富3C購02
9758,037923　長榮元富41購01
9759,037924　玉晶光元富49購01
9760,037925　正文元富3C購01
9761,037926　四維航元富3C購01
9762,037927　四維航元富41購01
9763,037928　凌華元富3C購02
9764,037929　瑞儀元富41購01
9765,03792P　臺股指凱基43售58
9766,037930　緯穎元富41購01
9767,037931　緯穎元富41購02
9768,037932　臺股指元富3C購09
9769,037933　上証2X群益42購01
9770,037934　滬深2X群益46購01
9771,037935　美債2X群益42購05
9772,037936　SGBR2X群益3C購01
9773,037937　中502X群益3C購01
9774,037938　中砂群益42購05
9775,037939　台積電群益3C購12
9776,03793P　昇陽半元富43售02
9777,037940　台積電群益45購05
9778,037941　台積電群益45購06
9779,037942　智邦群益42購03
9780,037943　技嘉群益42購11
9781,037944　台光電群益3C購06
9782,037945　偉詮電群益3C購01
9783,037946　偉詮電群益42購01
9784,037947　盟立群益42購03
9785,037948　宏達電群益3C購03
9786,037949　冠德群益42購01
9787,03794P　台積電統一47售11
9788,037950　長榮群益3C購04
9789,037951　長榮群益41購04
9790,037952　長榮群益42購02
9791,037953　華航群益3C購04
9792,037954　晶豪科群益3C購04
9793,037955　景碩群益43購01
9794,037956　緯創群益3C購15
9795,037957　創意群益42購07
9796,037958　群創群益43購01
9797,037959　遠雄港群益3C購01
9798,03795P　台積電統一4C售07
9799,037960　同欣電群益41購01
9800,037961　保瑞群益42購02
9801,037962　采鈺群益3C購02
9802,037963　昇陽半群益3C購02
9803,037964　立積台新3C購01
9804,037965　鴻海中信43購01
9805,037966　台積電中信43購01
9806,037967　聯發科中信42購02
9807,037968　致新中信42購01
9808,037969　美債2X永豐44購01
9809,03796P　台積電統一4C售08
9810,037970　道瓊銀永豐43購01
9811,037971　儲能永豐42購01
9812,037972　南亞永豐41購02
9813,037973　金寶永豐41購01
9814,037974　國巨永豐41購02
9815,037975　台積電永豐41購06
9816,037976　華航永豐42購03
9817,037977　長榮航永豐42購04
9818,037978　開發金永豐42購01
9819,037979　晶豪科永豐41購02
9820,03797P　鴻海國票43售02
9821,037980　群創永豐41購01
9822,037981　貿聯永豐3C購01
9823,037982　材料永豐3C購04
9824,037983　致伸永豐42購01
9825,037984　至上永豐42購01
9826,037985　鴻海兆豐44購01
9827,037986　智邦兆豐43購01
9828,037987　創意兆豐3C購01
9829,037988　創意兆豐41購01
9830,037989　祥碩兆豐43購01
9831,03798P　台光電國票42售03
9832,037990　台泥國泰42購02
9833,037991　長榮鋼國泰42購01
9834,037992　鴻海國泰42購05
9835,037993　廣宇國泰42購02
9836,037994　台積電國泰42購05
9837,037995　台積電國泰42購06
9838,037996　海悅國泰42購01
9839,037997　長榮國泰42購02
9840,037998　長榮航國泰42購02
9841,037999　雄獅國泰42購02
9842,03799P　創意國票43售03
9843,038000　晶豪科國泰42購01
9844,038001　創意國泰42購02
9845,038002　上緯控國泰42購01
9846,038003　鴻準第一3C購01
9847,038004　奇鋐第一3C購02
9848,038005　台灣50富邦3C購09
9849,038006　裕隆富邦43購01
9850,038007　長榮鋼富邦42購01
9851,038008　金寶富邦3C購02
9852,038009　廣宇富邦3C購01
9853,03800P　矽力國票43售01
9854,038010　廣宇富邦42購01
9855,038011　台積電富邦3C購08
9856,038012　台積電富邦42購04
9857,038013　華邦電富邦3C購01
9858,038014　聯發科富邦42購04
9859,038015　長榮富邦44購03
9860,038016　晶豪科富邦42購01
9861,038017　祥碩富邦43購01
9862,038018　瑞儀富邦3C購01
9863,038019　中華國票41購01
9864,03801P　景碩元富42售02
9865,038020　金寶國票41購01
9866,038021　台積電國票3C購05
9867,038022　台積電國票41購03
9868,038023　台積電國票43購02
9869,038024　凌陽國票41購01
9870,038025　南亞科國票41購01
9871,038026　聯發科國票3C購03
9872,038027　聯發科國票41購02
9873,038028　聯發科國票43購01
9874,038029　裕民國票41購01
9875,03802P　緯創元富42售04
9876,038030　玉山金國票41購01
9877,038031　神基國票41購02
9878,038032　大立光國票41購01
9879,038033　晶技國票41購02
9880,038034　景碩國票41購01
9881,038035　炎洲國票41購01
9882,038036　達興國票3C購01
9883,038037　樺漢國票41購01
9884,038038　愛普國票42購01
9885,038039　富鼎國票41購01
9886,03803P　FBNQ2X凱基44售01
9887,038040　美債2X凱基41購01
9888,038041　SGBR2X凱基43購01
9889,038042　堤維西凱基3C購01
9890,038043　金寶凱基3C購02
9891,038044　鴻海凱基46購02
9892,038045　鴻海凱基46購03
9893,038046　廣宇凱基41購03
9894,038047　台積電凱基3C購27
9895,038048　台積電凱基46購08
9896,038049　台積電凱基48購01
9897,03804P　台積電凱基43售39
9898,038050　智邦凱基41購01
9899,038051　金像電凱基3C購04
9900,038052　聯發科凱基41購13
9901,038053　聯發科凱基46購04
9902,038054　盟立凱基43購02
9903,038055　長榮凱基41購07
9904,038056　晶豪科凱基43購01
9905,038057　智原凱基3C購05
9906,038058　欣興凱基3C購08
9907,038059　玉晶光凱基45購01
9908,03805P　矽統凱基43售04
9909,038060　四維航凱基43購03
9910,038061　聯茂凱基44購01
9911,038062　緯穎凱基43購03
9912,038063　昇陽半凱基3C購04
9913,038064　堤維西元大41購02
9914,038065　中砂元大3C購03
9915,038066　中砂元大3C購04
9916,038067　中砂元大3C購05
9917,038068　川湖元大43購01
9918,038069　光寶科元大3C購04
9919,03806P　矽統凱基43售05
9920,038070　光寶科元大41購03
9921,038071　聯電元大3C購06
9922,038072　鴻海元大3C購48
9923,038073　台積電元大3C購40
9924,038074　台積電元大3C購41
9925,038075　精英元大3C購03
9926,038076　海悅元大41購01
9927,038077　宏碁元大3C購18
9928,038078　宏碁元大43購07
9929,038079　宏碁元大44購04
9930,03807P　聯發科凱基43售07
9931,038080　鴻準元大3C購14
9932,038081　燿華元大43購03
9933,038082　技嘉元大3C購09
9934,038083　技嘉元大3C購10
9935,038084　技嘉元大43購02
9936,038085　微星元大41購04
9937,038086　盟立元大3C購05
9938,038087　長榮元大3C購22
9939,038088　長榮元大41購11
9940,038089　長榮元大43購12
9941,03808P　亞翔凱基43售03
9942,038090　新興元大3C購01
9943,038091　台驊控元大41購03
9944,038092　開發金元大3C購02
9945,038093　新光金元大3C購02
9946,038094　威健元大3C購04
9947,038095　威健元大3C購05
9948,038096　玉晶光元大3C購04
9949,038097　玉晶光元大43購02
9950,038098　玉晶光元大44購02
9951,038099　創意元大3C購08
9952,03809P　矽統國票42售01
9953,038100　創意元大3C購09
9954,038101　創意元大41購07
9955,038102　貿聯元大3C購07
9956,038103　致伸元大3C購02
9957,038104　致伸元大41購04
9958,038105　臻鼎元大41購04
9959,038106　祥碩元大3C購07
9960,038107　祥碩元大41購03
9961,038108　祥碩元大43購02
9962,038109　保瑞元大3C購13
9963,03810P　潤泰新國票43售01
9964,038110　保瑞元大43購01
9965,038111　保瑞元大44購05
9966,038112　愛普元大43購01
9967,038113　研揚元大3C購06
9968,038114　緯穎元大43購02
9969,038115　勤誠元大3C購04
9970,038116　美費半群益3C購02
9971,038117　美時群益41購01
9972,038118　聯電群益3C購02
9973,038119　台達電群益3C購02
9974,03811P　臺股指國票42售13
9975,038120　金寶群益42購01
9976,038121　台積電群益3C購13
9977,038122　台積電群益3C購14
9978,038123　台積電群益43購10
9979,038124　台積電群益43購11
9980,038125　台積電群益43購12
9981,038126　台積電群益43購13
9982,038127　台積電群益43購14
9983,038128　宏碁群益3C購05
9984,038129　鴻準群益3C購06
9985,03812P　臺股指國票42售14
9986,038130　技嘉群益42購12
9987,038131　聯發科群益3C購10
9988,038132　聯發科群益3C購11
9989,038133　聯發科群益3C購12
9990,038134　華航群益3C購05
9991,038135　大立光群益3C購02
9992,038136　創意群益42購08
9993,038137　材料群益3C購04
9994,038138　正文群益42購01
9995,038139　世紀鋼群益3C購08
9996,03813P　臺股指國票42售15
9997,038140　SGBR2X元富3C購01
9998,038141　SGBR2X元富43購01
9999,038142　美時元富3C購01
10000,038143　美時元富46購01
10001,038144　廣宇元富3C購01
10002,038145　開發金元富3C購01
10003,038146　晶豪科元富41購01
10004,038147　大立光元富3C購02
10005,038148　大立光元富46購01
10006,038149　玉晶光元富41購02
10007,03814P　台灣50永豐42售08
10008,038150　玉晶光元富44購01
10009,038151　定穎控元富3C購02
10010,038152　勤美兆豐43購01
10011,038153　大立光兆豐41購01
10012,038154　玉晶光兆豐41購01
10013,038155　世芯兆豐41購01
10014,038156　華孚兆豐43購01
10015,038158　智邦中信41購01
10016,038159　玉晶光中信42購01
10017,03815P　臺股指富邦42售21
10018,038160　世芯中信42購01
10019,038161　世芯中信43購01
10020,038162　世芯中信44購01
10021,038163　振樺電中信3C購01
10022,038164　潤泰新中信3C購01
10023,038165　世紀鋼中信42購01
10024,038166　中興電永豐42購02
10025,038167　美時永豐3C購01
10026,038168　台積電永豐3C購13
10027,038169　友達永豐41購01
10028,03816P　臺股指富邦44售05
10029,03816T　臺股指元富39售01
10030,038170　聯發科永豐41購03
10031,038171　宏達電永豐41購02
10032,038172　新興永豐43購01
10033,038173　玉晶光永豐42購03
10034,038174　世芯永豐3C購01
10035,038175　世芯永豐41購01
10036,038176　世芯永豐42購01
10037,038177　台郡永豐41購02
10038,038178　保瑞永豐3C購03
10039,038179　威鋒電永豐41購01
10040,03817P　矽統群益43售01
10041,03817T　臺股指元富39售02
10042,038180　南電永豐41購01
10043,038181　T50正2凱基43購02
10044,038182　道瓊2X凱基46購01
10045,038183　中興電凱基43購04
10046,038184　合機凱基3C購03
10047,038185　金寶凱基3C購03
10048,038186　台積電凱基3C購28
10049,038187　台積電凱基3C購29
10050,038188　台積電凱基3C購30
10051,038189　台積電凱基41購18
10052,03818P　大立光群益43售07
10053,03818T　臺股指元富39售03
10054,038190　皇昌凱基3C購02
10055,038191　長榮凱基41購08
10056,038192　華航凱基41購03
10057,038193　國泰金凱基3C購04
10058,038194　新光金凱基41購02
10059,038195　欣興凱基3C購09
10060,038196　欣興凱基3C購10
10061,038197　緯創凱基3C購15
10062,038198　創意凱基44購03
10063,038199　世芯凱基3C購01
10064,03819P　台灣50元大43售17
10065,038200　世芯凱基3C購02
10066,038201　世芯凱基41購01
10067,038202　世芯凱基43購01
10068,038203　世芯凱基44購01
10069,038204　世芯凱基45購01
10070,038205　材料凱基43購01
10071,038206　矽力凱基3C購01
10072,038207　達發凱基44購01
10073,038208　愛普凱基41購03
10074,038209　振樺電凱基3C購01
10075,03820P　群臺2X元大43售01
10076,038210　潤泰新凱基41購01
10077,038211　川湖富邦44購01
10078,038212　智邦富邦42購03
10079,038213　大立光富邦43購03
10080,038214　矽力富邦43購01
10081,038215　台積電台新3C購03
10082,038216　台積電台新42購01
10083,038217　大亞國泰42購01
10084,038218　鴻海國泰42購06
10085,038219　鴻準國泰42購02
10086,03821P　台積電元大43售33
10087,038220　聯發科國泰42購06
10088,038221　宏達電國泰42購01
10089,038222　長榮國泰42購03
10090,038223　富邦金國泰42購01
10091,038224　大立光國泰42購03
10092,038225　和碩國泰42購01
10093,038226　祥碩國泰42購01
10094,038227　聯茂國泰42購01
10095,038228　台灣50元富46購01
10096,038229　台達電元富41購01
10097,03822P　台積電統一47售13
10098,03822T　台灣50兆豐3A售01
10099,038230　台達電元富41購02
10100,038231　金寶元富3C購02
10101,038232　國巨元富3C購04
10102,038233　台積電元富3C購16
10103,038234　台積電元富41購01
10104,038235　台積電元富42購11
10105,038236　台積電元富43購03
10106,038237　台積電元富46購02
10107,038238　燿華元富41購01
10108,038239　大同元富3C購02
10109,03823P　創意元富42售09
10110,038240　全新元富3C購01
10111,038241　華航元富43購01
10112,038242　長榮航元富3C購01
10113,038243　長榮航元富3C購02
10114,038244　開發金元富41購01
10115,038245　景碩元富46購01
10116,038246　創意元富42購02
10117,038247　創意元富46購01
10118,038248　世芯元富3C購01
10119,038249　世芯元富41購01
10120,03824P　佳必琪元富42售01
10121,038250　世芯元富43購01
10122,038251　世芯元富46購01
10123,038252　康舒元富41購01
10124,038253　世紀鋼元富3C購02
10125,038254　美債2X國票43購01
10126,038255　中興電國票41購03
10127,038256　華榮國票41購01
10128,038257　台積電國票41購04
10129,038258　台積電國票42購03
10130,038259　聯發科國票42購01
10131,03825P　冠德國票42售02
10132,038260　世芯國票41購01
10133,038261　臻鼎國票42購01
10134,038262　研揚國票41購02
10135,038263　振樺電國票3C購01
10136,038264　聯電元大3C購07
10137,038265　金寶元大3C購01
10138,038266　金寶元大41購02
10139,038267　鴻海元大3C購49
10140,038268　鴻海元大3C購50
10141,038269　台積電元大3C購42
10142,03826P　華固國票42售02
10143,038270　台積電元大41購25
10144,038271　精英元大43購01
10145,038272　智邦元大41購01
10146,038273　宏碁元大3C購19
10147,038274　燿華元大41購04
10148,038275　建準元大3C購01
10149,038276　盟立元大3C購07
10150,038277　瑞軒元大3C購05
10151,038278　長榮元大3C購23
10152,038279　長榮元大41購12
10153,03827P　貿聯國票43售01
10154,038280　長榮元大43購13
10155,038281　華航元大41購03
10156,038282　開發金元大41購02
10157,038283　大立光元大43購01
10158,038284　零壹元大41購02
10159,038285　玉晶光元大43購03
10160,038286　創意元大3C購10
10161,038287　創意元大3C購11
10162,038288　創意元大41購08
10163,038289　世芯元大3C購01
10164,03828P　十銓國票44售01
10165,038290　世芯元大3C購02
10166,038291　世芯元大3C購03
10167,038292　世芯元大3C購04
10168,038293　世芯元大3C購05
10169,038294　世芯元大3C購06
10170,038295　世芯元大3C購07
10171,038296　世芯元大3C購08
10172,038297　世芯元大41購01
10173,038298　世芯元大44購01
10174,038299　材料元大43購02
